district_code_x,district_name,state_code,survey_year,n_rural_persons,n_employed,employed_weight,unemp_rate_wt,agri_share_wt,nonagri_share_wt,services_share,edu_secondary_wt,log_wage_median,wage_n,sample_grade,data_status,schema_version,state_code_plfs,state,district_code_num,district_code_y,district_name_standard,bharatnet_treatment,state_group,panel_usable_2x2,panel_usable_3period,data_quality_flag,boundary_note,census_code_resolved,population,rural_population,urban_share,literacy_rate,female_literacy_rate,sc_share,st_share,worker_participation_rate,agri_worker_share,join_year,post_2023,early_treat,late_ctrl,treat_binary,post_early_did,did_sample_2x2,did_sample_3period,log_population,district_code,lfpr_wt,wpr_wt,nilf_share_wt
26,Pali,8,2019,66,63,114401922,0.81,53.59,46.41,36.27,,,0,D,REAL,1.0,8,Rajasthan,26,26.0,Pali,mid,intermediate,True,True,VERIFIED,,8-118,2037573,1577567,22.58,62.39,48.01,19.54,7.1,41.34,57.08,2019,0,0,0,0,0,0,0,14.527269951676198,26,100.0,99.19,0.0
27,Pratapgarh,8,2019,176,162,194172101,3.7,48.47,51.53,32.03,,3.8501,15,D,REAL,1.0,8,Rajasthan,27,27.0,Pratapgarh,late,intermediate,True,True,VERIFIED,Created 2008; in all PLFS rounds,8-131,867848,796041,8.27,55.97,42.35,6.96,63.42,55.46,83.78,2019,0,0,1,0,0,0,0,13.673771863100656,27,94.616,91.112,5.384
28,Rajsamand,8,2019,331,286,438675600,11.73,51.33,48.67,21.31,,,8,C,REAL,1.0,8,Rajasthan,28,28.0,Rajsamand,mid,intermediate,True,True,VERIFIED,,8-123,1156597,972777,15.89,63.14,47.95,12.81,13.9,47.63,57.04,2019,0,0,0,0,0,0,0,13.960992630893449,28,98.901,87.296,1.099
29,Sawai Madhopur,8,2019,1134,920,2553779213,15.34,51.58,48.42,22.02,,3.8501,35,A,REAL,1.0,8,Rajasthan,29,29.0,Sawai Madhopur,mid,intermediate,True,True,VERIFIED,,8-108,1335551,1069084,19.95,65.39,47.51,20.87,21.4,43.28,69.57,2019,0,0,0,0,0,0,0,14.1048544987476,29,97.1,82.208,2.9
30,Sikar,8,2019,325,274,217903223,16.78,51.81,48.19,23.64,,3.8501,18,C,REAL,1.0,8,Rajasthan,30,30.0,Sikar,mid,intermediate,True,True,VERIFIED,,8-111,2677333,2043427,23.68,71.91,58.23,15.64,2.81,37.59,58.54,2019,0,0,0,0,0,0,0,14.800331707743538,30,97.745,81.347,2.255
31,Sirohi,8,2019,706,591,814863821,13.21,52.02,47.98,22.31,,3.7612,15,A,REAL,1.0,8,Rajasthan,31,31.0,Sirohi,late,intermediate,True,True,VERIFIED,,8-117,1036346,827692,20.13,55.25,39.73,19.48,28.22,40.51,52.86,2019,0,0,1,0,0,1,1,13.851211622877694,31,94.457,81.978,5.543
32,Tonk,8,2019,1037,863,1093680924,15.22,49.14,50.86,35.67,,4.0073,29,A,REAL,1.0,8,Rajasthan,32,32.0,Tonk,mid,intermediate,True,True,VERIFIED,,8-120,1421326,1103603,22.35,61.58,45.45,20.26,12.54,45.67,67.7,2019,0,0,0,0,0,0,0,14.167100796671726,32,97.49,82.651,2.51
33,Udaipur,8,2019,39,26,36092812,31.11,59.68,40.32,52.51,,,3,D,REAL,1.0,8,Rajasthan,33,33.0,Udaipur,mid,intermediate,True,True,VERIFIED,,8-130,3068420,2459994,19.83,61.82,48.45,6.14,49.71,44.51,61.66,2019,0,0,0,0,0,0,0,14.936673329101048,33,100.0,68.889,0.0
1,Ajmer,8,2021,621,512,988328433,11.57,57.84,42.16,31.64,,3.8286,29,A,REAL,1.0,8,Rajasthan,1,1.0,Ajmer,mid,intermediate,True,True,VERIFIED,,8-119,2583052,1547642,40.08,69.33,55.68,18.51,2.46,40.79,42.17,2021,0,0,0,0,0,0,0,14.764482203505226,1,94.605,94.105,5.395
2,Alwar,8,2021,353,299,551770025,10.86,58.03,41.97,34.61,,3.8501,19,C,REAL,1.0,8,Rajasthan,2,2.0,Alwar,mid,intermediate,True,True,VERIFIED,,8-104,3674179,3019728,17.81,70.72,56.25,17.77,7.87,46.5,65.3,2021,0,0,0,0,0,0,0,15.11684026431073,2,99.293,99.293,0.707
3,Banswara,8,2021,969,790,1457573789,13.12,50.93,49.07,21.96,,3.8501,35,A,REAL,1.0,8,Rajasthan,3,3.0,Banswara,late,intermediate,True,True,VERIFIED,High tribal population,8-125,1797485,1669864,7.1,56.33,43.06,4.46,76.38,50.99,81.38,2021,0,0,1,0,0,0,1,14.401899023619016,3,92.801,90.851,7.199
4,Baran,8,2021,819,668,1213772007,11.23,51.04,48.96,23.01,,3.7136,45,A,REAL,1.0,8,Rajasthan,4,4.0,Baran,late,intermediate,True,True,VERIFIED,,8-128,1222755,968541,20.79,66.66,51.96,18.09,22.64,45.19,72.67,2021,0,0,1,0,0,0,1,14.016617067536568,4,99.167,92.163,0.833
5,Barmer,8,2021,510,431,541277108,16.04,52.68,47.32,26.44,,3.7136,19,B,REAL,1.0,8,Rajasthan,5,5.0,Barmer,late,intermediate,True,True,VERIFIED,,8-115,2603751,2421914,6.98,56.53,40.63,16.76,6.77,46.18,73.76,2021,0,0,1,0,0,0,1,14.772463655618695,5,98.984,98.984,1.016
6,Bharatpur,8,2021,559,467,949921125,9.38,50.66,49.34,26.68,,3.7495,10,B,REAL,1.0,8,Rajasthan,6,6.0,Bharatpur,mid,intermediate,True,True,VERIFIED,,8-105,2548462,2053363,19.43,70.11,54.24,21.87,2.12,42.03,69.07,2021,0,0,0,0,0,0,0,14.751000597919264,6,97.997,97.997,2.003
7,Bhilwara,8,2021,809,683,1445242412,9.48,52.04,47.96,26.04,,3.8501,31,A,REAL,1.0,8,Rajasthan,7,7.0,Bhilwara,mid,intermediate,True,True,VERIFIED,,8-122,2408523,1895869,21.28,61.37,47.21,16.94,9.52,47.67,62.55,2021,0,0,0,0,0,0,0,14.69452425451896,7,94.443,94.443,5.557
8,Bikaner,8,2021,20,20,90884527,0.0,65.75,34.25,27.62,,,0,D,REAL,1.0,8,Rajasthan,8,8.0,Bikaner,mid,intermediate,True,True,VERIFIED,,8-101,2363937,1563553,33.86,65.13,53.23,20.88,0.33,41.72,61.15,2021,0,0,0,0,0,0,0,14.675839007406822,8,100.0,100.0,0.0
9,Bundi,8,2021,333,297,244831498,4.19,52.4,47.6,30.32,,,9,C,REAL,1.0,8,Rajasthan,9,9.0,Bundi,mid,intermediate,True,True,VERIFIED,,8-121,1110906,888205,20.05,61.52,46.55,18.97,20.57,47.36,68.78,2021,0,0,0,0,0,0,0,13.920686456581423,9,100.0,100.0,0.0
10,Chittaurgarh,8,2021,832,694,483701779,15.66,54.77,45.23,28.11,,4.0254,24,A,REAL,1.0,8,Rajasthan,10,10.0,Chittaurgarh,late,intermediate,True,True,SPELLING_MISMATCH,Census: Chittaurgarh,8-126,1544338,1259074,18.47,61.71,46.53,16.2,13.05,51.98,71.84,2021,0,0,1,0,0,0,1,14.25010589752624,10,100.0,99.477,0.0
11,Churu,8,2021,340,274,477303729,13.27,50.75,49.25,25.07,,3.8067,21,C,REAL,1.0,8,Rajasthan,11,11.0,Churu,mid,intermediate,True,True,VERIFIED,,8-102,2039547,1463312,28.25,66.75,54.04,22.15,0.55,44.27,73.17,2021,0,0,0,0,0,0,0,14.528238282338158,11,96.932,96.932,3.068
12,Dausa,8,2021,4555,3944,7957831072,8.51,54.59,45.41,28.7,,3.8501,251,A,REAL,1.0,8,Rajasthan,12,12.0,Dausa,mid,intermediate,True,True,VERIFIED,Large PLFS sample (n≈4800),8-109,1634409,1432616,12.35,68.16,51.93,21.68,26.51,41.88,68.26,2021,0,0,0,0,0,0,0,14.306791829078318,12,98.078,96.852,1.922
13,Dhaulpur,8,2021,809,641,1362309440,14.53,51.69,48.31,24.05,,3.7136,31,A,REAL,1.0,8,Rajasthan,13,13.0,Dhaulpur,mid,intermediate,True,True,SPELLING_MISMATCH,Census: Dhaulpur; common variant: Dholpur,8-106,1206516,959066,20.51,69.08,54.67,20.36,4.86,43.37,58.16,2021,0,0,0,0,0,0,0,14.003247425459495,13,96.123,96.123,3.877
14,Dungarpur,8,2021,1319,1025,1490712156,14.86,45.29,54.71,21.97,,3.8501,48,A,REAL,1.0,8,Rajasthan,14,14.0,Dungarpur,late,intermediate,True,True,VERIFIED,High tribal population,8-124,1388552,1299809,6.39,59.46,46.16,3.76,70.82,46.2,64.25,2021,0,0,1,0,0,0,1,14.143772035513877,14,92.487,87.82,7.513
15,Ganganagar,8,2021,2223,1798,2593809616,12.17,49.85,50.15,25.41,,3.8501,77,A,REAL,1.0,8,Rajasthan,15,15.0,Ganganagar,early,intermediate,True,True,VERIFIED,Also Sri Ganganagar; Census code 099,8-99,1969168,1433736,27.19,69.64,59.7,36.58,0.68,46.35,54.65,2021,0,1,0,1,0,0,1,14.493121676480236,15,94.282,91.911,5.718
16,Hanumangarh,8,2021,248,181,254935283,20.09,59.2,40.8,22.78,,3.8501,10,D,REAL,1.0,8,Rajasthan,16,16.0,Hanumangarh,early,intermediate,False,False,MISSING_FROM_SAMPLE,Not in 2023-24 PLFS sample,8-100,1774692,1424228,19.75,67.13,55.84,27.85,0.81,47.07,64.33,2021,0,1,0,1,0,0,0,14.38913744470836,16,86.523,86.523,13.477
17,Jaipur,8,2021,169,129,205992032,22.41,46.28,53.72,38.21,,,2,D,REAL,1.0,8,Rajasthan,17,17.0,Jaipur,early,intermediate,True,True,VERIFIED,State capital — urban-influenced,8-110,6626178,3154331,52.4,75.51,64.02,15.14,7.97,37.2,35.53,2021,0,1,0,1,0,0,0,15.706538725350756,17,100.0,89.392,0.0
18,Jaisalmer,8,2021,234,205,515023784,10.75,50.8,49.2,23.14,,,6,C,REAL,1.0,8,Rajasthan,18,18.0,Jaisalmer,late,intermediate,True,True,VERIFIED,Very low population density,8-114,669919,580894,13.29,57.22,39.71,14.8,6.33,43.13,61.04,2021,0,0,1,0,0,0,1,13.414912088536308,18,98.831,98.831,1.169
19,Jalor,8,2021,163,140,185923235,11.65,44.96,55.04,25.51,,,2,D,REAL,1.0,8,Rajasthan,19,19.0,Jalor,late,intermediate,True,True,SPELLING_MISMATCH,Census: Jalor,8-116,1828730,1676975,8.3,54.86,38.47,19.53,9.77,49.03,72.65,2021,0,0,1,0,0,0,0,14.41913229482468,19,100.0,89.646,0.0
20,Jhalawar,8,2021,215,196,391007993,3.51,51.52,48.48,15.62,,,3,D,REAL,1.0,8,Rajasthan,20,20.0,Jhalawar,mid,intermediate,True,True,VERIFIED,,8-129,1411129,1181838,16.25,61.5,46.53,17.26,12.91,48.61,78.5,2021,0,0,0,0,0,0,0,14.1599006511776,20,100.0,100.0,0.0
21,Jhunjhunun,8,2021,914,771,1214945789,13.67,51.45,48.55,29.45,,3.8501,33,A,REAL,1.0,8,Rajasthan,21,21.0,Jhunjhunun,mid,intermediate,True,True,SPELLING_MISMATCH,Census: Jhunjhunun,8-103,2137045,1647966,22.89,74.13,60.95,16.88,1.95,41.86,66.01,2021,0,0,0,0,0,0,0,14.5749345916369,21,99.064,99.064,0.936
22,Jodhpur,8,2021,162,139,189137216,8.57,54.31,45.69,35.07,,3.4657,11,D,REAL,1.0,8,Rajasthan,22,22.0,Jodhpur,mid,intermediate,True,True,VERIFIED,,8-113,3687165,2422551,34.3,65.94,51.83,16.49,3.23,40.4,56.01,2021,0,0,0,0,0,0,0,15.120368428045705,22,91.34,91.34,8.66
23,Karauli,8,2021,140,117,93475819,16.96,55.26,44.74,33.07,,,8,D,REAL,1.0,8,Rajasthan,23,23.0,Karauli,late,intermediate,True,True,VERIFIED,,8-107,1458248,1240143,14.96,66.22,48.61,24.31,22.28,43.12,71.68,2021,0,0,1,0,0,0,0,14.192746273108,23,100.0,100.0,0.0
24,Kota,8,2021,827,719,1164340886,8.03,51.19,48.81,22.8,,3.8501,41,A,REAL,1.0,8,Rajasthan,24,24.0,Kota,early,intermediate,True,True,VERIFIED,Industrial city,8-127,1951014,774410,60.31,76.56,65.87,20.78,9.42,38.38,36.76,2021,0,1,0,1,0,0,1,14.48385979538678,24,92.03,90.734,7.97
25,Nagaur,8,2021,161,132,276601582,6.03,49.62,50.38,22.07,,,6,D,REAL,1.0,8,Rajasthan,25,25.0,Nagaur,mid,intermediate,True,True,VERIFIED,,8-112,3307743,2670539,19.26,62.8,47.82,21.16,0.31,43.11,69.99,2021,0,0,0,0,0,0,0,15.01177664166026,25,100.0,100.0,0.0
26,Pali,8,2021,131,108,106429373,7.59,55.19,44.81,15.93,,,4,D,REAL,1.0,8,Rajasthan,26,26.0,Pali,mid,intermediate,True,True,VERIFIED,,8-118,2037573,1577567,22.58,62.39,48.01,19.54,7.1,41.34,57.08,2021,0,0,0,0,0,0,0,14.527269951676198,26,94.946,91.65,5.054
27,Pratapgarh,8,2021,300,261,404621839,9.54,54.89,45.11,26.0,,,5,C,REAL,1.0,8,Rajasthan,27,27.0,Pratapgarh,late,intermediate,True,True,VERIFIED,Created 2008; in all PLFS rounds,8-131,867848,796041,8.27,55.97,42.35,6.96,63.42,55.46,83.78,2021,0,0,1,0,0,0,1,13.673771863100656,27,99.285,99.285,0.715
28,Rajsamand,8,2021,426,322,442278292,16.98,52.2,47.8,42.82,,3.7612,21,B,REAL,1.0,8,Rajasthan,28,28.0,Rajsamand,mid,intermediate,True,True,VERIFIED,,8-123,1156597,972777,15.89,63.14,47.95,12.81,13.9,47.63,57.04,2021,0,0,0,0,0,0,0,13.960992630893449,28,88.29,88.29,11.71
29,Sawai Madhopur,8,2021,1111,921,1618931812,14.66,53.89,46.11,37.83,,4.0254,41,A,REAL,1.0,8,Rajasthan,29,29.0,Sawai Madhopur,mid,intermediate,True,True,VERIFIED,,8-108,1335551,1069084,19.95,65.39,47.51,20.87,21.4,43.28,69.57,2021,0,0,0,0,0,0,0,14.1048544987476,29,98.631,98.631,1.369
30,Sikar,8,2021,636,484,738741920,17.72,50.77,49.23,22.89,,4.4427,11,B,REAL,1.0,8,Rajasthan,30,30.0,Sikar,mid,intermediate,True,True,VERIFIED,,8-111,2677333,2043427,23.68,71.91,58.23,15.64,2.81,37.59,58.54,2021,0,0,0,0,0,0,0,14.800331707743538,30,99.94,89.37,0.06
31,Sirohi,8,2021,243,211,259590288,7.4,52.59,47.41,29.1,,3.8395,10,C,REAL,1.0,8,Rajasthan,31,31.0,Sirohi,late,intermediate,True,True,VERIFIED,,8-117,1036346,827692,20.13,55.25,39.73,19.48,28.22,40.51,52.86,2021,0,0,1,0,0,0,1,13.851211622877694,31,100.0,92.616,0.0
32,Tonk,8,2021,869,755,1126319220,9.56,49.41,50.59,29.11,,3.8501,34,A,REAL,1.0,8,Rajasthan,32,32.0,Tonk,mid,intermediate,True,True,VERIFIED,,8-120,1421326,1103603,22.35,61.58,45.45,20.26,12.54,45.67,67.7,2021,0,0,0,0,0,0,0,14.167100796671726,32,95.196,94.736,4.804
1,Ajmer,8,2023,394,321,638186613,15.5,55.52,44.48,29.0,,4.1589,37,B,REAL,1.0,8,Rajasthan,1,1.0,Ajmer,mid,intermediate,True,True,VERIFIED,,8-119,2583052,1547642,40.08,69.33,55.68,18.51,2.46,40.79,42.17,2023,1,0,0,0,0,0,0,14.764482203505226,1,99.092,98.08,0.908
2,Alwar,8,2023,622,499,915074802,11.53,54.93,45.07,26.89,,3.8501,50,B,REAL,1.0,8,Rajasthan,2,2.0,Alwar,mid,intermediate,True,True,VERIFIED,,8-104,3674179,3019728,17.81,70.72,56.25,17.77,7.87,46.5,65.3,2023,1,0,0,0,0,0,0,15.11684026431073,2,93.258,93.258,6.742
3,Banswara,8,2023,960,774,1485507406,13.7,49.62,50.38,34.59,,3.7612,73,A,REAL,1.0,8,Rajasthan,3,3.0,Banswara,late,intermediate,True,True,VERIFIED,High tribal population,8-125,1797485,1669864,7.1,56.33,43.06,4.46,76.38,50.99,81.38,2023,1,0,1,0,0,1,1,14.401899023619016,3,97.581,95.479,2.419
4,Baran,8,2023,490,404,642493537,15.42,45.46,54.54,31.49,,3.4657,32,B,REAL,1.0,8,Rajasthan,4,4.0,Baran,late,intermediate,True,True,VERIFIED,,8-128,1222755,968541,20.79,66.66,51.96,18.09,22.64,45.19,72.67,2023,1,0,1,0,0,1,1,14.016617067536568,4,98.803,98.306,1.197
5,Barmer,8,2023,511,432,648762899,12.25,55.45,44.55,23.57,,3.7136,43,B,REAL,1.0,8,Rajasthan,5,5.0,Barmer,late,intermediate,True,True,VERIFIED,,8-115,2603751,2421914,6.98,56.53,40.63,16.76,6.77,46.18,73.76,2023,1,0,1,0,0,1,1,14.772463655618695,5,97.684,97.684,2.316
6,Bharatpur,8,2023,731,561,1610985284,18.75,51.52,48.48,27.44,,3.7136,48,A,REAL,1.0,8,Rajasthan,6,6.0,Bharatpur,mid,intermediate,True,True,VERIFIED,,8-105,2548462,2053363,19.43,70.11,54.24,21.87,2.12,42.03,69.07,2023,1,0,0,0,0,0,0,14.751000597919264,6,98.64,95.662,1.36
7,Bhilwara,8,2023,272,220,419665793,13.92,58.08,41.92,29.05,,3.7612,10,C,REAL,1.0,8,Rajasthan,7,7.0,Bhilwara,mid,intermediate,True,True,VERIFIED,,8-122,2408523,1895869,21.28,61.37,47.21,16.94,9.52,47.67,62.55,2023,1,0,0,0,0,0,0,14.69452425451896,7,95.747,88.033,4.253
8,Bikaner,8,2023,184,157,375034185,8.4,54.47,45.53,21.5,,,8,D,REAL,1.0,8,Rajasthan,8,8.0,Bikaner,mid,intermediate,True,True,VERIFIED,,8-101,2363937,1563553,33.86,65.13,53.23,20.88,0.33,41.72,61.15,2023,1,0,0,0,0,0,0,14.675839007406822,8,100.0,97.13,0.0
9,Bundi,8,2023,190,171,249575933,4.0,45.09,54.91,19.19,,,0,D,REAL,1.0,8,Rajasthan,9,9.0,Bundi,mid,intermediate,True,True,VERIFIED,,8-121,1110906,888205,20.05,61.52,46.55,18.97,20.57,47.36,68.78,2023,1,0,0,0,0,0,0,13.920686456581423,9,96.118,96.118,3.882
10,Chittaurgarh,8,2023,417,334,335179667,12.91,51.02,48.98,36.07,,3.8501,20,B,REAL,1.0,8,Rajasthan,10,10.0,Chittaurgarh,late,intermediate,True,True,SPELLING_MISMATCH,Census: Chittaurgarh,8-126,1544338,1259074,18.47,61.71,46.53,16.2,13.05,51.98,71.84,2023,1,0,1,0,0,1,1,14.25010589752624,10,81.608,81.091,18.392
11,Churu,8,2023,372,324,554655200,4.39,55.01,44.99,24.11,,4.1431,13,B,REAL,1.0,8,Rajasthan,11,11.0,Churu,mid,intermediate,True,True,VERIFIED,,8-102,2039547,1463312,28.25,66.75,54.04,22.15,0.55,44.27,73.17,2023,1,0,0,0,0,0,0,14.528238282338158,11,86.476,86.476,13.524
12,Dausa,8,2023,4325,3576,7660166668,11.9,51.91,48.09,25.78,,3.8501,231,A,REAL,1.0,8,Rajasthan,12,12.0,Dausa,mid,intermediate,True,True,VERIFIED,Large PLFS sample (n≈4800),8-109,1634409,1432616,12.35,68.16,51.93,21.68,26.51,41.88,68.26,2023,1,0,0,0,0,0,0,14.306791829078318,12,95.71,94.246,4.29
13,Dhaulpur,8,2023,877,695,1160796012,10.93,57.38,42.62,21.21,,2.3026,61,A,REAL,1.0,8,Rajasthan,13,13.0,Dhaulpur,mid,intermediate,True,True,SPELLING_MISMATCH,Census: Dhaulpur; common variant: Dholpur,8-106,1206516,959066,20.51,69.08,54.67,20.36,4.86,43.37,58.16,2023,1,0,0,0,0,0,0,14.003247425459495,13,95.573,94.44,4.427
14,Dungarpur,8,2023,1000,798,1299854575,16.98,49.0,51.0,28.43,,3.7136,41,A,REAL,1.0,8,Rajasthan,14,14.0,Dungarpur,late,intermediate,True,True,VERIFIED,High tribal population,8-124,1388552,1299809,6.39,59.46,46.16,3.76,70.82,46.2,64.25,2023,1,0,1,0,0,1,1,14.143772035513877,14,97.029,96.328,2.971
15,Ganganagar,8,2023,2053,1682,2951400887,14.48,52.61,47.39,25.51,,3.8501,128,A,REAL,1.0,8,Rajasthan,15,15.0,Ganganagar,early,intermediate,True,True,VERIFIED,Also Sri Ganganagar; Census code 099,8-99,1969168,1433736,27.19,69.64,59.7,36.58,0.68,46.35,54.65,2023,1,1,0,1,1,1,1,14.493121676480236,15,97.709,96.95,2.291
17,Jaipur,8,2023,195,163,280523298,6.84,56.84,43.16,18.32,,,3,D,REAL,1.0,8,Rajasthan,17,17.0,Jaipur,early,intermediate,True,True,VERIFIED,State capital — urban-influenced,8-110,6626178,3154331,52.4,75.51,64.02,15.14,7.97,37.2,35.53,2023,1,1,0,1,1,0,0,15.706538725350756,17,100.0,100.0,0.0
18,Jaisalmer,8,2023,178,160,357670482,8.42,54.5,45.5,14.86,,,8,D,REAL,1.0,8,Rajasthan,18,18.0,Jaisalmer,late,intermediate,True,True,VERIFIED,Very low population density,8-114,669919,580894,13.29,57.22,39.71,14.8,6.33,43.13,61.04,2023,1,0,1,0,0,0,0,13.414912088536308,18,100.0,100.0,0.0
19,Jalor,8,2023,122,102,320463978,11.43,50.6,49.4,20.56,,3.8501,14,D,REAL,1.0,8,Rajasthan,19,19.0,Jalor,late,intermediate,True,True,SPELLING_MISMATCH,Census: Jalor,8-116,1828730,1676975,8.3,54.86,38.47,19.53,9.77,49.03,72.65,2023,1,0,1,0,0,0,0,14.41913229482468,19,100.0,100.0,0.0
20,Jhalawar,8,2023,534,474,1135868989,9.02,52.57,47.43,33.41,,3.1355,50,B,REAL,1.0,8,Rajasthan,20,20.0,Jhalawar,mid,intermediate,True,True,VERIFIED,,8-129,1411129,1181838,16.25,61.5,46.53,17.26,12.91,48.61,78.5,2023,1,0,0,0,0,0,0,14.1599006511776,20,100.0,92.99,0.0
21,Jhunjhunun,8,2023,1144,948,1922566126,13.15,52.36,47.64,28.96,,4.1431,64,A,REAL,1.0,8,Rajasthan,21,21.0,Jhunjhunun,mid,intermediate,True,True,SPELLING_MISMATCH,Census: Jhunjhunun,8-103,2137045,1647966,22.89,74.13,60.95,16.88,1.95,41.86,66.01,2023,1,0,0,0,0,0,0,14.5749345916369,21,96.775,93.831,3.225
22,Jodhpur,8,2023,476,399,537513028,16.57,49.3,50.7,28.16,,2.4849,33,B,REAL,1.0,8,Rajasthan,22,22.0,Jodhpur,mid,intermediate,True,True,VERIFIED,,8-113,3687165,2422551,34.3,65.94,51.83,16.49,3.23,40.4,56.01,2023,1,0,0,0,0,0,0,15.120368428045705,22,96.213,93.063,3.787
23,Karauli,8,2023,115,86,124909679,11.32,47.29,52.71,27.07,,,3,D,REAL,1.0,8,Rajasthan,23,23.0,Karauli,late,intermediate,True,True,VERIFIED,,8-107,1458248,1240143,14.96,66.22,48.61,24.31,22.28,43.12,71.68,2023,1,0,1,0,0,0,0,14.192746273108,23,95.95,92.575,4.05
24,Kota,8,2023,1125,935,1953517080,15.08,52.04,47.96,29.28,,3.8501,48,A,REAL,1.0,8,Rajasthan,24,24.0,Kota,early,intermediate,True,True,VERIFIED,Industrial city,8-127,1951014,774410,60.31,76.56,65.87,20.78,9.42,38.38,36.76,2023,1,1,0,1,1,1,1,14.48385979538678,24,95.198,95.198,4.802
25,Nagaur,8,2023,217,198,203995038,3.73,55.04,44.96,23.68,,,9,D,REAL,1.0,8,Rajasthan,25,25.0,Nagaur,mid,intermediate,True,True,VERIFIED,,8-112,3307743,2670539,19.26,62.8,47.82,21.16,0.31,43.11,69.99,2023,1,0,0,0,0,0,0,15.01177664166026,25,99.36,99.36,0.64
26,Pali,8,2023,196,155,471349580,18.04,55.67,44.33,40.7,,3.8501,11,D,REAL,1.0,8,Rajasthan,26,26.0,Pali,mid,intermediate,True,True,VERIFIED,,8-118,2037573,1577567,22.58,62.39,48.01,19.54,7.1,41.34,57.08,2023,1,0,0,0,0,0,0,14.527269951676198,26,98.932,98.932,1.068
27,Pratapgarh,8,2023,73,69,52921205,2.38,52.63,47.37,34.79,,,2,D,REAL,1.0,8,Rajasthan,27,27.0,Pratapgarh,late,intermediate,True,True,VERIFIED,Created 2008; in all PLFS rounds,8-131,867848,796041,8.27,55.97,42.35,6.96,63.42,55.46,83.78,2023,1,0,1,0,0,0,0,13.673771863100656,27,100.0,100.0,0.0
28,Rajsamand,8,2023,373,323,907743016,12.39,52.39,47.61,25.28,,3.541,26,B,REAL,1.0,8,Rajasthan,28,28.0,Rajsamand,mid,intermediate,True,True,VERIFIED,,8-123,1156597,972777,15.89,63.14,47.95,12.81,13.9,47.63,57.04,2023,1,0,0,0,0,0,0,13.960992630893449,28,99.425,98.563,0.575
29,Sawai Madhopur,8,2023,1493,1265,5515700875,6.43,51.86,48.14,17.94,,4.0073,53,A,REAL,1.0,8,Rajasthan,29,29.0,Sawai Madhopur,mid,intermediate,True,True,VERIFIED,,8-108,1335551,1069084,19.95,65.39,47.51,20.87,21.4,43.28,69.57,2023,1,0,0,0,0,0,0,14.1048544987476,29,98.858,98.825,1.142
30,Sikar,8,2023,396,339,583076482,21.87,54.42,45.58,35.85,,3.8501,24,B,REAL,1.0,8,Rajasthan,30,30.0,Sikar,mid,intermediate,True,True,VERIFIED,,8-111,2677333,2043427,23.68,71.91,58.23,15.64,2.81,37.59,58.54,2023,1,0,0,0,0,0,0,14.800331707743538,30,100.0,87.892,0.0
31,Sirohi,8,2023,419,337,592178712,11.29,47.75,52.25,30.57,,3.8918,22,B,REAL,1.0,8,Rajasthan,31,31.0,Sirohi,late,intermediate,True,True,VERIFIED,,8-117,1036346,827692,20.13,55.25,39.73,19.48,28.22,40.51,52.86,2023,1,0,1,0,0,1,1,13.851211622877694,31,97.036,94.993,2.964
32,Tonk,8,2023,606,536,1088929655,11.2,54.11,45.89,32.5,,4.1271,23,A,REAL,1.0,8,Rajasthan,32,32.0,Tonk,mid,intermediate,True,True,VERIFIED,,8-120,1421326,1103603,22.35,61.58,45.45,20.26,12.54,45.67,67.7,2023,1,0,0,0,0,0,0,14.167100796671726,32,97.659,94.585,2.341
33,Udaipur,8,2023,64,56,77685454,12.86,52.43,47.57,35.79,,,2,D,REAL,1.0,8,Rajasthan,33,33.0,Udaipur,mid,intermediate,True,True,VERIFIED,,8-130,3068420,2459994,19.83,61.82,48.45,6.14,49.71,44.51,61.66,2023,1,0,0,0,0,0,0,14.936673329101048,33,100.0,100.0,0.0
